id,title,description,availability,availability_date,expiration_date,link,mobile_link,image_link,price,sale_price,sale_price_effective_date,identifier_exists,gtin,mpn,brand,product_highlight,product_detail,additional_image_link,condition,adult,color,size,size_type,size_system,gender,material,pattern,age_group,multipack,is bundle,unit_pricing_measure,unit_pricing_base_measure,energy_efficiency_class,min_energy_efficiency_class,max_energy_efficiency,item_group_id,video_link,virtual_model_link,cost_of_goods_sold
260100700904,Antariya Just Be Yourself | Dark Grey & Light Grey | Premium Polyester Blend & Lycra | Unisex Everyday Streetwear Light Grey L,"Celebrate confidence and self-expression with the Antariya Just Be Yourself Edition , thoughtfully designed for those who embrace their individuality. Crafted from a premium polyester blend with Lycr…",in_stock,,,https://antariyaofficial.com/product/6a784282d6ac581598596587,,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/qjq7qco034xlx1ja8nca.jpg,699.25 INR,,,no,,,Antariya,,,"https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/bawmduchmdtqucak1wou.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/eussqfc0iyahuazbn0wf.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/z6vsbjk1vwho8fkp2bl5.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/iajrdqpwhwgxu5q3lqyb.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/sz774qtzgt76ufkkeaos.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266471/antariya/products/6a15f3ab52b87a00a922c0d9/fkftzbbnieoy5vynqwod.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266471/antariya/products/6a15f3ab52b87a00a922c0d9/exrvvvxx0t6bpeq1ahjc.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/bawmduchmdtqucak1wou.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/eussqfc0iyahuazbn0wf.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/z6vsbjk1vwho8fkp2bl5.jpg",new,no,Light Grey,L,,IN,unisex,,Screen Print,adult,,,,,,,,6a784282d6ac581598596587,,,
260100701004,Antariya Just Be Yourself | Dark Grey & Light Grey | Premium Polyester Blend & Lycra | Unisex Everyday Streetwear Dark Grey L,"Celebrate confidence and self-expression with the Antariya Just Be Yourself Edition , thoughtfully designed for those who embrace their individuality. Crafted from a premium polyester blend with Lycr…",in_stock,,,https://antariyaofficial.com/product/6a784282d6ac581598596587,,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/qjq7qco034xlx1ja8nca.jpg,699.25 INR,,,no,,,Antariya,,,"https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/bawmduchmdtqucak1wou.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/eussqfc0iyahuazbn0wf.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/z6vsbjk1vwho8fkp2bl5.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/iajrdqpwhwgxu5q3lqyb.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/sz774qtzgt76ufkkeaos.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266471/antariya/products/6a15f3ab52b87a00a922c0d9/fkftzbbnieoy5vynqwod.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266471/antariya/products/6a15f3ab52b87a00a922c0d9/exrvvvxx0t6bpeq1ahjc.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/bawmduchmdtqucak1wou.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/eussqfc0iyahuazbn0wf.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/z6vsbjk1vwho8fkp2bl5.jpg",new,no,Dark Grey,L,,IN,unisex,,Screen Print,adult,,,,,,,,6a784282d6ac581598596587,,,
260100700905,Antariya Just Be Yourself | Dark Grey & Light Grey | Premium Polyester Blend & Lycra | Unisex Everyday Streetwear Light Grey XL,"Celebrate confidence and self-expression with the Antariya Just Be Yourself Edition , thoughtfully designed for those who embrace their individuality. Crafted from a premium polyester blend with Lycr…",in_stock,,,https://antariyaofficial.com/product/6a784282d6ac581598596587,,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/qjq7qco034xlx1ja8nca.jpg,699.25 INR,,,no,,,Antariya,,,"https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/bawmduchmdtqucak1wou.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/eussqfc0iyahuazbn0wf.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/z6vsbjk1vwho8fkp2bl5.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/iajrdqpwhwgxu5q3lqyb.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/sz774qtzgt76ufkkeaos.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266471/antariya/products/6a15f3ab52b87a00a922c0d9/fkftzbbnieoy5vynqwod.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266471/antariya/products/6a15f3ab52b87a00a922c0d9/exrvvvxx0t6bpeq1ahjc.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/bawmduchmdtqucak1wou.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/eussqfc0iyahuazbn0wf.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/z6vsbjk1vwho8fkp2bl5.jpg",new,no,Light Grey,XL,,IN,unisex,,Screen Print,adult,,,,,,,,6a784282d6ac581598596587,,,
260100701005,Antariya Just Be Yourself | Dark Grey & Light Grey | Premium Polyester Blend & Lycra | Unisex Everyday Streetwear Dark Grey XL,"Celebrate confidence and self-expression with the Antariya Just Be Yourself Edition , thoughtfully designed for those who embrace their individuality. Crafted from a premium polyester blend with Lycr…",in_stock,,,https://antariyaofficial.com/product/6a784282d6ac581598596587,,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/qjq7qco034xlx1ja8nca.jpg,699.25 INR,,,no,,,Antariya,,,"https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/bawmduchmdtqucak1wou.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/eussqfc0iyahuazbn0wf.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/z6vsbjk1vwho8fkp2bl5.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/iajrdqpwhwgxu5q3lqyb.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/sz774qtzgt76ufkkeaos.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266471/antariya/products/6a15f3ab52b87a00a922c0d9/fkftzbbnieoy5vynqwod.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266471/antariya/products/6a15f3ab52b87a00a922c0d9/exrvvvxx0t6bpeq1ahjc.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/bawmduchmdtqucak1wou.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/eussqfc0iyahuazbn0wf.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/z6vsbjk1vwho8fkp2bl5.jpg",new,no,Dark Grey,XL,,IN,unisex,,Screen Print,adult,,,,,,,,6a784282d6ac581598596587,,,
260100700906,Antariya Just Be Yourself | Dark Grey & Light Grey | Premium Polyester Blend & Lycra | Unisex Everyday Streetwear Light Grey XXL,"Celebrate confidence and self-expression with the Antariya Just Be Yourself Edition , thoughtfully designed for those who embrace their individuality. Crafted from a premium polyester blend with Lycr…",out_of_stock,,,https://antariyaofficial.com/product/6a784282d6ac581598596587,,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/qjq7qco034xlx1ja8nca.jpg,699.25 INR,,,no,,,Antariya,,,"https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/bawmduchmdtqucak1wou.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/eussqfc0iyahuazbn0wf.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/z6vsbjk1vwho8fkp2bl5.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/iajrdqpwhwgxu5q3lqyb.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/sz774qtzgt76ufkkeaos.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266471/antariya/products/6a15f3ab52b87a00a922c0d9/fkftzbbnieoy5vynqwod.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266471/antariya/products/6a15f3ab52b87a00a922c0d9/exrvvvxx0t6bpeq1ahjc.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/bawmduchmdtqucak1wou.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/eussqfc0iyahuazbn0wf.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/z6vsbjk1vwho8fkp2bl5.jpg",new,no,Light Grey,XXL,,IN,unisex,,Screen Print,adult,,,,,,,,6a784282d6ac581598596587,,,
260100701006,Antariya Just Be Yourself | Dark Grey & Light Grey | Premium Polyester Blend & Lycra | Unisex Everyday Streetwear Dark Grey XXL,"Celebrate confidence and self-expression with the Antariya Just Be Yourself Edition , thoughtfully designed for those who embrace their individuality. Crafted from a premium polyester blend with Lycr…",in_stock,,,https://antariyaofficial.com/product/6a784282d6ac581598596587,,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/qjq7qco034xlx1ja8nca.jpg,699.25 INR,,,no,,,Antariya,,,"https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/bawmduchmdtqucak1wou.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/eussqfc0iyahuazbn0wf.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/z6vsbjk1vwho8fkp2bl5.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/iajrdqpwhwgxu5q3lqyb.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/sz774qtzgt76ufkkeaos.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266471/antariya/products/6a15f3ab52b87a00a922c0d9/fkftzbbnieoy5vynqwod.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266471/antariya/products/6a15f3ab52b87a00a922c0d9/exrvvvxx0t6bpeq1ahjc.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/bawmduchmdtqucak1wou.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/eussqfc0iyahuazbn0wf.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786266241/antariya/products/6a15f3ab52b87a00a922c0d9/z6vsbjk1vwho8fkp2bl5.jpg",new,no,Dark Grey,XXL,,IN,unisex,,Screen Print,adult,,,,,,,,6a784282d6ac581598596587,,,
260100900903,Antariya The Sword | Dark Grey & Light Grey  | Premium Polyester Blend & Lycra | Everyday Streetwear for Men Light Grey M,"Experience the perfect blend of comfort and modern style with the Antariya The Sword – Dark Grey Edition , designed for effortless everyday wear. Crafted from a premium polyester blend with Lycra , t…",in_stock,,,https://antariyaofficial.com/product/6a785cbdd6ac581598596ce6,,https://res.cloudinary.com/doefhzx01/image/upload/v1786272955/antariya/products/6a15f3ab52b87a00a922c0d9/fwgkwzwlgjkf4h9ggrvz.png,699.00 INR,,,no,,,Antariya,,,"https://res.cloudinary.com/doefhzx01/image/upload/v1786272955/antariya/products/6a15f3ab52b87a00a922c0d9/svfwiem8246y0gcc9xne.png,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/ejl8btaifwlthwljlzip.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/pexy9cyvjrm1lsw27x49.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/j5t6teh09hdjh6fm7ila.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/hqrpyran22uusgv9fiqm.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274462/antariya/products/6a15f3ab52b87a00a922c0d9/bolg8cxwvzshytuzr4bw.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274462/antariya/products/6a15f3ab52b87a00a922c0d9/vkmusuzezfqvlq1rjjb6.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786272955/antariya/products/6a15f3ab52b87a00a922c0d9/svfwiem8246y0gcc9xne.png,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/ejl8btaifwlthwljlzip.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/pexy9cyvjrm1lsw27x49.jpg",new,no,Light Grey,M,,IN,unisex,,Screen Print,adult,,,,,,,,6a785cbdd6ac581598596ce6,,,
260100901003,Antariya The Sword | Dark Grey & Light Grey  | Premium Polyester Blend & Lycra | Everyday Streetwear for Men Dark Grey M,"Experience the perfect blend of comfort and modern style with the Antariya The Sword – Dark Grey Edition , designed for effortless everyday wear. Crafted from a premium polyester blend with Lycra , t…",in_stock,,,https://antariyaofficial.com/product/6a785cbdd6ac581598596ce6,,https://res.cloudinary.com/doefhzx01/image/upload/v1786272955/antariya/products/6a15f3ab52b87a00a922c0d9/fwgkwzwlgjkf4h9ggrvz.png,699.00 INR,,,no,,,Antariya,,,"https://res.cloudinary.com/doefhzx01/image/upload/v1786272955/antariya/products/6a15f3ab52b87a00a922c0d9/svfwiem8246y0gcc9xne.png,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/ejl8btaifwlthwljlzip.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/pexy9cyvjrm1lsw27x49.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/j5t6teh09hdjh6fm7ila.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/hqrpyran22uusgv9fiqm.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274462/antariya/products/6a15f3ab52b87a00a922c0d9/bolg8cxwvzshytuzr4bw.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274462/antariya/products/6a15f3ab52b87a00a922c0d9/vkmusuzezfqvlq1rjjb6.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786272955/antariya/products/6a15f3ab52b87a00a922c0d9/svfwiem8246y0gcc9xne.png,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/ejl8btaifwlthwljlzip.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/pexy9cyvjrm1lsw27x49.jpg",new,no,Dark Grey,M,,IN,unisex,,Screen Print,adult,,,,,,,,6a785cbdd6ac581598596ce6,,,
260100900904,Antariya The Sword | Dark Grey & Light Grey  | Premium Polyester Blend & Lycra | Everyday Streetwear for Men Light Grey L,"Experience the perfect blend of comfort and modern style with the Antariya The Sword – Dark Grey Edition , designed for effortless everyday wear. Crafted from a premium polyester blend with Lycra , t…",in_stock,,,https://antariyaofficial.com/product/6a785cbdd6ac581598596ce6,,https://res.cloudinary.com/doefhzx01/image/upload/v1786272955/antariya/products/6a15f3ab52b87a00a922c0d9/fwgkwzwlgjkf4h9ggrvz.png,699.00 INR,,,no,,,Antariya,,,"https://res.cloudinary.com/doefhzx01/image/upload/v1786272955/antariya/products/6a15f3ab52b87a00a922c0d9/svfwiem8246y0gcc9xne.png,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/ejl8btaifwlthwljlzip.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/pexy9cyvjrm1lsw27x49.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/j5t6teh09hdjh6fm7ila.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/hqrpyran22uusgv9fiqm.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274462/antariya/products/6a15f3ab52b87a00a922c0d9/bolg8cxwvzshytuzr4bw.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274462/antariya/products/6a15f3ab52b87a00a922c0d9/vkmusuzezfqvlq1rjjb6.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786272955/antariya/products/6a15f3ab52b87a00a922c0d9/svfwiem8246y0gcc9xne.png,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/ejl8btaifwlthwljlzip.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/pexy9cyvjrm1lsw27x49.jpg",new,no,Light Grey,L,,IN,unisex,,Screen Print,adult,,,,,,,,6a785cbdd6ac581598596ce6,,,
260100901004,Antariya The Sword | Dark Grey & Light Grey  | Premium Polyester Blend & Lycra | Everyday Streetwear for Men Dark Grey L,"Experience the perfect blend of comfort and modern style with the Antariya The Sword – Dark Grey Edition , designed for effortless everyday wear. Crafted from a premium polyester blend with Lycra , t…",in_stock,,,https://antariyaofficial.com/product/6a785cbdd6ac581598596ce6,,https://res.cloudinary.com/doefhzx01/image/upload/v1786272955/antariya/products/6a15f3ab52b87a00a922c0d9/fwgkwzwlgjkf4h9ggrvz.png,699.00 INR,,,no,,,Antariya,,,"https://res.cloudinary.com/doefhzx01/image/upload/v1786272955/antariya/products/6a15f3ab52b87a00a922c0d9/svfwiem8246y0gcc9xne.png,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/ejl8btaifwlthwljlzip.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/pexy9cyvjrm1lsw27x49.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/j5t6teh09hdjh6fm7ila.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/hqrpyran22uusgv9fiqm.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274462/antariya/products/6a15f3ab52b87a00a922c0d9/bolg8cxwvzshytuzr4bw.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274462/antariya/products/6a15f3ab52b87a00a922c0d9/vkmusuzezfqvlq1rjjb6.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786272955/antariya/products/6a15f3ab52b87a00a922c0d9/svfwiem8246y0gcc9xne.png,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/ejl8btaifwlthwljlzip.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/pexy9cyvjrm1lsw27x49.jpg",new,no,Dark Grey,L,,IN,unisex,,Screen Print,adult,,,,,,,,6a785cbdd6ac581598596ce6,,,
260100900905,Antariya The Sword | Dark Grey & Light Grey  | Premium Polyester Blend & Lycra | Everyday Streetwear for Men Light Grey XL,"Experience the perfect blend of comfort and modern style with the Antariya The Sword – Dark Grey Edition , designed for effortless everyday wear. Crafted from a premium polyester blend with Lycra , t…",in_stock,,,https://antariyaofficial.com/product/6a785cbdd6ac581598596ce6,,https://res.cloudinary.com/doefhzx01/image/upload/v1786272955/antariya/products/6a15f3ab52b87a00a922c0d9/fwgkwzwlgjkf4h9ggrvz.png,699.00 INR,,,no,,,Antariya,,,"https://res.cloudinary.com/doefhzx01/image/upload/v1786272955/antariya/products/6a15f3ab52b87a00a922c0d9/svfwiem8246y0gcc9xne.png,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/ejl8btaifwlthwljlzip.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/pexy9cyvjrm1lsw27x49.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/j5t6teh09hdjh6fm7ila.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/hqrpyran22uusgv9fiqm.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274462/antariya/products/6a15f3ab52b87a00a922c0d9/bolg8cxwvzshytuzr4bw.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274462/antariya/products/6a15f3ab52b87a00a922c0d9/vkmusuzezfqvlq1rjjb6.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786272955/antariya/products/6a15f3ab52b87a00a922c0d9/svfwiem8246y0gcc9xne.png,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/ejl8btaifwlthwljlzip.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/pexy9cyvjrm1lsw27x49.jpg",new,no,Light Grey,XL,,IN,unisex,,Screen Print,adult,,,,,,,,6a785cbdd6ac581598596ce6,,,
260100901005,Antariya The Sword | Dark Grey & Light Grey  | Premium Polyester Blend & Lycra | Everyday Streetwear for Men Dark Grey XL,"Experience the perfect blend of comfort and modern style with the Antariya The Sword – Dark Grey Edition , designed for effortless everyday wear. Crafted from a premium polyester blend with Lycra , t…",out_of_stock,,,https://antariyaofficial.com/product/6a785cbdd6ac581598596ce6,,https://res.cloudinary.com/doefhzx01/image/upload/v1786272955/antariya/products/6a15f3ab52b87a00a922c0d9/fwgkwzwlgjkf4h9ggrvz.png,699.00 INR,,,no,,,Antariya,,,"https://res.cloudinary.com/doefhzx01/image/upload/v1786272955/antariya/products/6a15f3ab52b87a00a922c0d9/svfwiem8246y0gcc9xne.png,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/ejl8btaifwlthwljlzip.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/pexy9cyvjrm1lsw27x49.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/j5t6teh09hdjh6fm7ila.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/hqrpyran22uusgv9fiqm.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274462/antariya/products/6a15f3ab52b87a00a922c0d9/bolg8cxwvzshytuzr4bw.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274462/antariya/products/6a15f3ab52b87a00a922c0d9/vkmusuzezfqvlq1rjjb6.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786272955/antariya/products/6a15f3ab52b87a00a922c0d9/svfwiem8246y0gcc9xne.png,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/ejl8btaifwlthwljlzip.jpg,https://res.cloudinary.com/doefhzx01/image/upload/v1786274427/antariya/products/6a15f3ab52b87a00a922c0d9/pexy9cyvjrm1lsw27x49.jpg",new,no,Dark Grey,XL,,IN,unisex,,Screen Print,adult,,,,,,,,6a785cbdd6ac581598596ce6,,,
